136346208.txt,"Spiritualist newspaper - No.385, January 9th 1880 - P.20"
136346209.txt,"Spiritualist newspaper - No.386, January 16th 1880 - P.20"
136346210.txt,"Spiritualist newspaper - No.387, January 23rd 1880 - P.20"
136346211.txt,"Spiritualist newspaper - No.388, January 30th 1880 - P.20"
136346212.txt,"Spiritualist newspaper - No.389, February 6th 1880 - P.20"
136346213.txt,"Spiritualist newspaper - No.390, February 13th 1880 - P.20"
136346214.txt,"Spiritualist newspaper - No.391, February 20th 1880 - P.20"
136346215.txt,"Spiritualist newspaper - No.392, February 27th 1880 - P.20"
136346216.txt,"Spiritualist newspaper - No.393, March 5th 1880 - P.20"
136346217.txt,"Spiritualist newspaper - No.394, March 12th 1880 - P.20"
136346218.txt,"Spiritualist newspaper - No.395, March 19th 1880 - P.20"
136346219.txt,"Spiritualist newspaper - No.396, March 26th 1880 - P.20"
136346220.txt,"Spiritualist newspaper - No.397, April 2nd 1880 - P.20"
136346221.txt,"Spiritualist newspaper - No.398, April 9th 1880 - P.20"
136346222.txt,"Spiritualist newspaper - No.399, April 16th 1880 - P.20"
136346223.txt,"Spiritualist newspaper - No.400, April 23rd 1880 - P.20"
136346224.txt,"Spiritualist newspaper - No.401, April 30th 1880 - P.20"
136346225.txt,"Spiritualist newspaper - No.402, May 7th 1880 - P.20"
136346226.txt,"Spiritualist newspaper - No.403, May 14th 1880 - P.20"
136346227.txt,"Spiritualist newspaper - No.404, May 21st 1880 - P.20"
136346228.txt,"Spiritualist newspaper - No.405, May 28th 1880 - P.20"
136346229.txt,"Spiritualist newspaper - No.406, June 4th 1880 - P.20"
136346230.txt,"Spiritualist newspaper - No.407, June 11th 1880 - P.20"
136346231.txt,"Spiritualist newspaper - No.408, June 18th 1880 - P.20"
136346232.txt,"Spiritualist newspaper - No.409, June 25th 1880 - P.20"
136346233.txt,"Spiritualist newspaper - No.410, July 2nd 1880 - P.20"
136346234.txt,"Spiritualist newspaper - No.411, July 9th 1880 - P.20"
136346235.txt,"Spiritualist newspaper - No.412, July 16th 1880 - P.20"
136346236.txt,"Spiritualist newspaper - No.413, July 23rd 1880 - P.20"
136346237.txt,"Spiritualist newspaper - No.414, July 30th 1880 - P.20"
136346239.txt,"Psyche - Volume 21, No.493, March 1882 - K.77.a.7(2)PER"
136346240.txt,"Psyche - Volume 21, No.493, May 1882 - K.77.a.7(2)PER"
